120814.04688	6925.59961	64113.32031	NaN	0.00000	43237.00000
120326.08594	6616.65186	63705.32813	NaN	0.00000	43245.00000
120325.51563	6669.21973	63552.68750	NaN	0.00000	43245.00000
120390.17969	6488.86572	63278.46094	NaN	0.00000	43245.00000
119767.16406	6385.17676	63357.30469	NaN	0.00000	43246.00000
120684.63281	6316.02979	63224.88672	NaN	0.00000	43247.00000
120541.26563	6597.55078	63699.03516	NaN	0.00000	43248.00000
120549.60156	6331.34961	63298.25781	NaN	0.00000	43249.00000
120117.71875	6383.80029	63609.43750	NaN	0.00000	43250.00000
120160.84375	6053.02686	63087.39063	NaN	0.00000	43251.00000
120693.28125	6612.57568	63287.83984	NaN	0.00000	43252.00000
120381.66406	6237.66797	63295.00000	NaN	0.00000	43253.00000
120940.96875	6793.35547	63782.01953	NaN	0.00000	43254.00000
120026.23438	6262.86084	63057.02344	NaN	0.00000	43254.00000
120035.29688	6428.34424	63577.92578	NaN	0.00000	43255.00000
119963.89844	6422.99023	62889.46094	NaN	0.00000	43256.00000
120079.84375	6225.54834	63112.18750	NaN	0.00000	43257.00000
121021.65625	6508.50195	64023.23438	NaN	0.00000	43258.00000
120858.12500	6955.18359	63457.98047	NaN	0.00000	43259.00000
120113.34375	6263.37744	63123.80859	NaN	0.00000	43260.00000
120999.77344	6897.37207	64035.35156	NaN	0.00000	43261.00000
119951.65625	6367.80078	63346.33984	-17.21508	0.00000	43262.00000
120010.26563	6329.71777	63477.36328	2.32344	0.00000	43263.00000
119985.39844	6465.77686	63347.66406	5.69420	0.00000	43264.00000
120395.42188	6801.06348	63769.85938	9.06643	0.00000	43265.00000
120531.64063	6533.67676	63098.68359	6.36920	0.00000	43266.00000
119620.01563	6354.28662	63013.32031	10.84416	0.00000	43267.00000
120514.17969	6617.78271	63416.17969	3.01971	0.00000	43268.00000
120789.21094	6581.44287	63728.37891	1.65211	0.00000	43269.00000
120486.86719	6800.38721	63672.27734	0.74274	0.00000	43270.00000
120743.21875	6638.41992	63777.16797	9.02939	0.00000	43271.00000
120313.67969	6761.74463	63826.94141	8.09289	0.00000	43272.00000
121076.59375	6754.39209	64032.22656	10.94028	0.00000	43273.00000
121157.24219	6970.70752	64341.54297	13.87594	0.00000	43274.00000
120159.17188	6028.36621	63179.03516	26.63412	0.00000	43275.00000
120786.94531	6916.01660	63756.04688	31.98755	0.00000	43276.00000
120725.18750	6858.62549	64032.97266	27.02689	0.00000	43277.00000
120056.80469	6513.77490	62969.59375	20.03859	0.00000	43278.00000
120339.39844	6374.14014	63042.44141	19.21997	0.00000	43278.00000
120606.70313	6554.97119	63743.28906	16.21054	0.00000	43279.00000
120729.70313	6659.70264	63269.23828	6.90115	0.00000	43280.00000
120679.30469	6334.96875	63230.27344	2.95233	0.00000	43281.00000
120796.53125	6457.04150	63595.21875	5.69260	0.00000	43282.00000
120389.85938	6380.80811	63203.67188	-1.85085	0.00000	43283.00000
120310.28125	6471.01025	63674.26172	-1.93747	0.00000	43284.00000
120018.10156	6348.15381	62756.44531	-9.84273	0.00000	43285.00000
120663.26563	6506.08398	63540.30469	-4.14250	0.00000	43286.00000
120867.68750	6186.40918	63504.16406	-22.00770	0.00000	43287.00000
121160.67969	6472.69971	64006.66406	-29.50809	0.00000	43288.00000
121269.96875	6482.55566	63216.64063	-31.95631	0.00000	43289.00000
120447.86719	6787.96387	63577.85547	-22.42880	0.00000	43290.00000
120739.46875	6635.24072	63463.96094	-25.49162	0.00000	43291.00000
119952.27344	6285.08789	62774.54297	-21.05290	0.00000	43292.00000
120686.25781	6563.02490	63791.86328	-17.15563	0.00000	43293.00000
120806.44531	6787.80127	63957.27344	-19.32001	0.00000	43294.00000
120919.96875	6308.15625	63136.72656	-0.17604	0.00000	43295.00000
120702.25000	6660.40332	63331.39453	3.80213	0.00000	43296.00000
121238.14844	6652.47900	63855.59375	3.99863	0.00000	43297.00000
119898.94531	6478.96191	63107.98828	12.27992	0.00000	43298.00000
120125.74219	6285.07324	63231.57031	12.31458	0.00000	43299.00000
120296.41406	6474.66260	63603.36719	1.48706	0.00000	43300.00000
120365.89063	6777.44287	63719.17969	3.39245	0.00000	43301.00000
121302.03125	6368.42822	63747.32031	3.89371	0.00000	43302.00000
120344.68750	6916.56885	63522.94141	4.93175	0.00000	43302.00000
120168.65625	6207.92725	63251.50391	11.39890	0.00000	43303.00000
120088.83594	6660.37988	63642.50391	8.24959	0.00000	43304.00000
119960.62500	6279.93896	62504.74219	8.17286	0.00000	43305.00000
119633.32813	6448.94727	63074.10547	-0.17427	0.00000	43306.00000
118976.99219	6408.60156	62361.33203	-13.73082	0.00000	43307.00000
118114.88281	6458.66797	62120.05469	-18.16702	0.00000	43308.00000
118660.42188	6300.95752	62065.41016	-24.20478	0.00000	43309.00000
118119.92188	6322.38086	61758.54688	-43.68923	0.00000	43310.00000
117858.67188	6224.72168	61219.10156	-56.60193	0.00000	43311.00000
118307.52344	6236.10352	62222.96875	-73.42236	0.00000	43312.00000
118611.03125	6453.36182	62440.17578	-106.27017	0.00000	43313.00000
118130.75781	5886.23730	61815.56641	-106.37506	0.00000	43314.00000
118106.34375	6291.35840	61729.78516	-98.40602	0.00000	43315.00000
118022.78906	6051.43213	61625.14453	-110.03462	0.00000	43316.00000
118418.41406	6560.22461	62334.15625	-117.82825	0.00000	43317.00000
117776.25781	6476.05957	61616.68750	-116.43148	0.00000	43318.00000
118207.72656	6613.41602	62160.20313	-113.35621	0.00000	43319.00000
118113.35938	6103.07324	61453.66406	-117.41555	0.00000	43320.00000
117617.38281	6138.91797	61342.59375	-105.41150	0.00000	43321.00000
117320.08594	6175.72021	61371.09375	-99.50208	0.00000	43322.00000
117514.09375	6364.43164	61467.48438	-91.32826	0.00000	43323.00000
117234.99219	6470.88037	61558.89453	-82.67399	0.00000	43324.00000
117298.46875	6589.14600	61556.08984	-73.69271	0.00000	43325.00000
117585.53906	6252.16064	61717.20703	-54.54915	0.00000	43326.00000
117852.10156	6325.11475	61725.96094	-50.27706	0.00000	43326.00000
116466.46875	5843.42920	60941.46875	-33.28682	0.00000	43327.00000
116364.75000	5968.61279	60748.27734	-25.38538	0.00000	43328.00000
117042.16406	6413.34814	60777.65234	-31.54517	0.00000	43329.00000
117231.15625	6600.71826	61624.14453	-39.55534	0.00000	43330.00000
116582.33594	5953.30908	61329.63672	-50.01042	0.00000	43331.00000
117623.89063	6394.69238	61211.52734	-55.41529	0.00000	43332.00000
117042.78906	6497.53320	61213.82813	-49.78596	0.00000	43333.00000
117363.16406	6617.66162	61165.08594	-41.07097	0.00000	43334.00000
116665.62500	6282.19531	61396.08203	-40.33778	0.00000	43335.00000
116806.10156	6307.01270	61555.12109	-40.75047	0.00000	43336.00000
117095.45313	6110.32080	61127.62109	-38.66626	0.00000	43337.00000
116861.16406	6181.09668	61111.82422	-22.77069	0.00000	43338.00000
117071.28906	6332.41211	61130.48438	-23.13924	0.00000	43339.00000
116929.16406	6143.41504	61203.83984	-14.41619	0.00000	43340.00000
117279.85156	6327.53564	61366.67188	-15.00594	0.00000	43341.00000
116780.50781	6122.46533	61210.11719	-15.81552	0.00000	43342.00000
117510.66406	6699.37061	61650.70313	-13.64026	0.00000	43343.00000
117124.65625	6287.30469	61513.46484	-12.17290	0.00000	43344.00000
117524.60156	6561.98535	61435.92969	-2.58111	0.00000	43345.00000
116524.92188	5900.47314	61048.28125	4.86778	0.00000	43346.00000
117128.54688	6216.77539	60790.16406	13.81708	0.00000	43347.00000
116890.15625	6400.30566	61302.76953	17.78975	0.00000	43348.00000
117048.89844	6452.20068	61671.23047	6.70737	0.00000	43349.00000
117013.57031	6465.62305	61308.75000	0.12506	0.00000	43350.00000
117471.96875	6771.33057	61268.81641	-1.56353	0.00000	43350.00000
117075.26563	6297.12598	61136.47266	3.59154	0.00000	43351.00000
116801.77344	6102.51318	60766.97656	4.00027	0.00000	43352.00000
116907.35938	6516.61475	60904.08594	0.74495	0.00000	43353.00000
117265.21875	6369.65430	61229.99609	-7.63969	0.00000	43354.00000
116542.17969	6483.39746	60805.97266	-14.16328	0.00000	43355.00000
117176.13281	6457.22119	61256.38672	-11.99122	0.00000	43356.00000
116421.24219	6238.87744	61116.11719	-13.11574	0.00000	43357.00000
117115.65625	6063.15674	61227.04688	-13.42924	0.00000	43358.00000
117010.45313	6675.99609	61484.63672	-16.18965	0.00000	43359.00000
117070.94531	6877.88330	61371.57422	-17.07716	0.00000	43360.00000
116931.91406	6438.17383	61154.96875	-13.27179	0.00000	43361.00000
116618.29688	6081.72949	61129.63281	-8.93281	0.00000	43362.00000
116950.64063	6322.34473	61013.99219	-10.16749	0.00000	43363.00000
117099.98438	6792.97461	60961.09766	-4.72455	0.00000	43364.00000
116687.39063	6616.93213	60506.89453	-2.31698	0.00000	43365.00000
116438.24219	6116.04102	60688.34766	-1.13820	0.00000	43366.00000
116565.35938	6590.48242	60973.66797	-11.85477	0.00000	43367.00000
111695.17188	6271.11230	58015.56250	-23.24057	0.00000	43368.00000
79502.06250	5561.27441	39633.04688	-22.30349	0.00000	43369.00000
73241.50781	5382.27197	36716.58594	-57.31236	0.00000	43370.00000
70089.41406	4688.06689	34825.14063	-355.15473	0.00000	43371.00000
69075.83594	4802.36621	34222.17969	-662.69632	0.00000	43372.00000
67896.28906	4683.73096	34047.43750	-962.42754	0.00000	43373.00000
67720.06250	4754.42480	33217.42969	-1237.04073	0.00000	43374.00000
66871.25000	4710.77246	32993.52344	-1472.06836	0.00000	43375.00000
66851.14063	4773.20898	33348.80469	-1673.42136	0.00000	43376.00000
65886.91406	4580.64551	32692.54102	-1842.54396	0.00000	43377.00000
65611.14063	4563.33105	32586.80664	-1957.65609	0.00000	43378.00000
65742.82813	4667.48975	32360.97461	-2042.39191	0.00000	43379.00000
65921.60156	4516.06885	31945.16406	-2084.14447	0.00000	43380.00000
65920.28906	4660.04980	32067.25781	-2081.98797	0.00000	43381.00000
65478.03125	4525.78076	31644.89648	-2043.76184	0.00000	43382.00000
65846.04688	5004.41895	32143.44922	-1962.96135	0.00000	43383.00000
66175.49219	4819.67725	31387.27734	-1844.85372	0.00000	43384.00000
65636.33594	4579.40430	31435.87695	-1677.11187	0.00000	43385.00000
64731.80078	4982.18555	31192.59375	-1477.59329	0.00000	43386.00000
65141.37109	4740.07666	30851.66797	-1240.08016	0.00000	43387.00000
64964.68359	4376.49365	30432.28711	-959.46163	0.00000	43387.00000
65239.73047	4594.65625	30829.45898	-634.85390	0.00000	43388.00000
63530.89844	4205.50684	29513.50195	-317.64801	0.00000	43389.00000
63528.25000	4468.55371	29884.62305	-243.53987	0.00000	43390.00000
59784.05859	4195.19336	27668.06055	-221.04203	0.00000	43391.00000
59478.59766	4184.98145	27608.62500	-212.27567	0.00000	43392.00000
60249.79297	4348.48730	27982.58398	-237.26558	0.00000	43393.00000
59935.43359	3875.36621	27513.21094	-256.00784	0.00000	43394.00000
60183.71484	4222.53516	27806.42188	-272.83079	0.00000	43395.00000
60247.03516	4454.93652	27503.39258	-292.02248	0.00000	43396.00000
61017.79688	4798.69824	27955.89258	-293.17467	0.00000	43397.00000
59735.63281	4494.53174	27521.35938	-300.68349	0.00000	43398.00000
60625.37500	4840.13330	27766.50586	-295.59429	0.00000	43399.00000
60720.30859	4649.65771	27705.54297	-293.31470	0.00000	43400.00000
53619.37891	3891.97437	24261.07617	-286.82082	0.00000	43401.00000
39032.76563	2985.31934	17512.59766	-272.98635	0.00000	43402.00000
36083.86328	3595.83862	16600.37891	-308.46845	0.00000	43403.00000
33848.80469	2863.22437	15338.22949	-421.38200	0.00000	43404.00000
32527.21680	2409.88989	14804.28418	-537.26553	0.00000	43405.00000
31894.14063	2942.87695	14762.85938	-648.17646	0.00000	43406.00000
31253.78125	2766.27417	14440.09570	-746.34951	0.00000	43407.00000
30553.26172	2707.96118	13892.53223	-825.85330	0.00000	43408.00000
30203.74414	2518.78857	13818.05469	-892.39611	0.00000	43409.00000
29644.03320	2832.87549	13489.42285	-936.44171	0.00000	43410.00000
28877.28711	2663.46436	13229.83594	-976.86049	0.00000	43411.00000
30853.11719	2761.33057	14150.62402	-992.51202	0.00000	43411.00000
32926.08203	2943.72534	15335.18164	-1022.21585	0.00000	43412.00000
33867.83984	2945.25000	15673.81641	-1017.99241	0.00000	43413.00000
35802.56250	3313.10718	16811.02148	-970.70451	0.00000	43414.00000
36004.20703	3150.83887	16844.14453	-906.97147	0.00000	43415.00000
35814.22656	3097.87891	16989.37891	-804.55939	0.00000	43416.00000
36059.11328	3236.59424	16733.39453	-689.92437	0.00000	43417.00000
35836.95703	3296.65918	17320.44727	-550.04089	0.00000	43418.00000
36331.31250	2981.91260	16810.38867	-404.18438	0.00000	43419.00000
35896.95703	3291.34302	17001.49023	-229.84816	0.00000	43420.00000
34853.70313	2953.97583	16573.15234	-48.05271	0.00000	43421.00000
35292.10547	3245.97534	16542.49609	98.47013	0.00000	43422.00000
30041.32031	2318.01660	14765.98340	143.23561	0.00000	43423.00000
32527.63477	2874.34570	15606.04492	174.57239	0.00000	43424.00000
33288.45313	2994.31421	15770.23047	160.68879	0.00000	43425.00000
